Gene	Chondrus_crispus	Gracilaria-caudata	Gracilaria-chilensis	Gracilaria-gracilis	Gracilaria-vermiculophylla
Gracilaria-caudata$Gcaud5801.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5784.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5803.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5785.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5782.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5777.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5807.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5789.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5778.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5793.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5793.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud5783.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5805.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4086.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4100.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4100.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud4100.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud4103.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4104.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4104.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud4104.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud4104.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud4109.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4092.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4082.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4084.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4085.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4099.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4096.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4107.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4089.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4083.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud4105.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5238.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5231.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5225.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5239.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5230.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5230.t1	1	1	0	0	0
Gracilaria-caudata$Gcaud5230.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud5230.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud5230.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud5242.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5226.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5224.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5229.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud5229.t2	1	1	0	0	0
Gracilaria-caudata$Gcaud5229.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud5229.t2	0	1	1	0	0
Gracilaria-caudata$Gcaud5229.t2	0	1	0	1	0
Gracilaria-caudata$Gcaud5229.t2	0	1	0	0	1
Gracilaria-caudata$Gcaud5689.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5702.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5690.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5690.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud5698.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5698.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud5688.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5688.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud5688.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud5691.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5699.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5692.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud5692.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud3665.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3665.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud3665.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud3665.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud3658.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3667.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3660.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3664.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3657.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3663.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3662.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3661.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3659.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8888.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8883.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8886.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8878.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8878.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud8876.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8893.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8877.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8890.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8880.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8880.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud8880.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud8880.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud8875.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8879.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8879.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud8879.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud8879.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud8892.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3193.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3193.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud3197.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3187.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3183.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3182.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3186.t1	0	1	0	0	0
Gracilaria-caudata$g1742.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3195.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3195.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3191.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3191.t1	1	1	0	0	0
Gracilaria-caudata$Gcaud3191.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud3191.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud3194.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3196.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9696.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9698.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9698.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud9698.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud9698.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud9700.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9700.t1	1	1	0	0	0
Gracilaria-caudata$Gcaud9700.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud9700.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud9700.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud9686.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9687.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9689.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9689.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud9694.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9695.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9690.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9690.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud9699.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9699.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud9693.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9693.t1	1	1	0	0	0
Gracilaria-caudata$Gcaud9693.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud9693.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud9693.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud9691.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8662.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8663.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8660.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8660.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud8661.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1378.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1378.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud1384.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1382.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1382.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud1382.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud1382.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud1383.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1383.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud1381.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1381.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud1379.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1377.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud1377.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud7672.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7675.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7677.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7677.t1	1	1	0	0	0
Gracilaria-caudata$Gcaud7677.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud7677.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud7677.t1	0	1	0	0	1
Gracilaria-caudata$Gcaud7679.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7671.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7670.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7674.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7676.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9968.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9970.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9973.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9975.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9972.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud2077.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud2075.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud2074.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud2076.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3305.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3306.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3306.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3304.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3311.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud3311.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud3309.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud6629.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud6631.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud6628.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud6626.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud6627.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud6627.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud9554.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9551.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9550.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9555.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9553.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9556.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9552.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud9552.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1479.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1476.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1472.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1472.t1	1	1	0	0	0
Gracilaria-caudata$Gcaud1472.t1	0	1	1	0	0
Gracilaria-caudata$Gcaud1472.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud1480.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1475.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud1477.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7271.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7276.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7269.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7270.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7270.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud7273.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud7272.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud10212.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud10206.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud10206.t1	0	1	0	1	0
Gracilaria-caudata$Gcaud10207.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud10213.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud10211.t1	0	1	0	0	0
Gracilaria-caudata$Gcaud10211.t2	0	1	0	0	0
Gracilaria-caudata$Gcaud10084.t1	0	1	0	0	0
Gracilaria-chilensis$Gchil7030.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7089.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7026.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7049.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7054.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7076.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7053.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7038.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7038.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil7029.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7065.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7066.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7046.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7077.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7020.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7052.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7037.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7024.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7086.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7032.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7027.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7027.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil7027.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil7027.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil7068.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7061.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7080.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7064.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7081.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil7072.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10762.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10780.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10765.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10673.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10772.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10772.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil10772.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10792.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10792.t2	0	0	1	0	0
Gracilaria-chilensis$Gchil10796.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10783.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10783.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10677.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10777.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10801.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10773.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10788.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10700.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10698.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10743.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10731.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10729.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10709.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10709.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10709.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil10723.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10723.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10715.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10706.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10739.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10739.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10724.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10683.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10719.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10710.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10809.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10671.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10779.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10763.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10756.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10756.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10754.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10815.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10674.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10751.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10799.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10744.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10701.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10791.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10807.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10705.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10793.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10757.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10681.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10681.t1	1	0	1	0	0
Gracilaria-chilensis$Gchil10681.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10681.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil10716.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10696.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10782.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10761.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10746.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10692.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10695.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10726.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10132.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9954.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10112.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10019.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9984.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9984.t1	1	0	1	0	0
Gracilaria-chilensis$Gchil9984.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10121.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10121.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10121.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil9970.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10124.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10069.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10117.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10139.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10046.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9993.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9993.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10082.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9957.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10034.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10034.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10034.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil10004.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10016.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9986.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10007.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9992.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9990.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10027.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9974.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9974.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil10043.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10074.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10080.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10140.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10113.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10113.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10093.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9976.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10018.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10150.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10138.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10138.t2	0	0	1	0	0
Gracilaria-chilensis$Gchil10011.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10133.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10133.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10061.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10053.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10044.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9953.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10000.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9994.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10092.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10021.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10144.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9979.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9951.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9951.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10085.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10134.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9982.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10052.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10149.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9999.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10116.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10141.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10056.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10056.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil10151.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10151.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10151.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil10148.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10115.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10115.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10032.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9977.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10075.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10028.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10028.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil10130.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9972.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10083.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10131.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10119.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil9995.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil10109.t1	0	0	1	0	0
Gracilaria-gracilis$Ggra8810.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8760.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8848.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8937.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8778.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8815.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8815.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra8815.t1	0	0	1	1	0
Gracilaria-gracilis$Ggra8815.t1	0	0	0	1	1
Gracilaria-gracilis$Ggra9001.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra9010.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8840.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8847.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8871.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8845.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8766.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8766.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra8766.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra8766.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra8766.t1	0	0	1	1	0
Gracilaria-gracilis$Ggra8940.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8873.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8873.t1	1	0	0	1	0
Gracilaria-gracilis$Ggra8873.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra8873.t1	0	0	1	1	0
Gracilaria-gracilis$Ggra8873.t1	0	0	0	1	1
Gracilaria-gracilis$Ggra8886.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8794.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8826.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra8799.t1	0	0	0	1	0
